			
			
			
DESCRIPTION	     PART NUMBER	UnitPrice	Currency
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	900	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	6000	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	4000	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	7500	USD
FAC-FLIGHT AUGMENTATION COMPUTER	C13206AA00	134000	USD
FAC-FLIGHT AUGMENTATION COMPUTER	C13206AA00	134000	USD
FAN ASSY	801240-4	9750	USD
FAN ASSY	801240-4	5000	USD
VALVE-SURGE CONTROL, APU	3291238-2	15000	USD
FUEL TEMPERATURE SENSOR	102-00099	2000	USD
VALVE-SURGE CONTROL, APU	3291238-2	19900	USD
COCPIT VOICE RECORDER	2100-1020-02	12000	USD
COCPIT VOICE RECORDER	2100-1020-00	25000	USD
COMBUSTOR UNIT ASSY	3604524-54	7500	USD
VHF/COMM CONTROL PANEL	822-2175-003	9500	USD
SENSOR	3876223-1	5875	USD
SENSOR-SPEED, APU	3876223-1	6450	USD
SENSOR	3876223-1	5875	USD
SENSOR-SPEED, APU	3876223-1	6450	USD
BRAKE CONTROL MODULE 	142-071141	70000	USD
CONTROLLER-DIGITAL	22250F100200	9500	USD
CONTROLLER-DIGITAL	22250F100200	5500	USD
VHF/COMM CONTROL PANEL	822-2175-003	4950	USD
ACTUATOR-BAG DOORS	170-69819-907	9523	USD
VALVE-TURBINE INLET CONTROL O-RING	2214805-4	13200	USD
VALVE-TURBINE INLET CONTROL O-RING	2214805-4	22500	USD
TUBE ASSY	213A1401-8	2453.75	USD
VALVE-ISOLATION	4063-18221	3500	USD
VALVE-ISOLATION	4063-18221	750	USD
VALVE-ISOLATION	4063-18221	1500	USD
VALVE-ISOLATION	4063-18221	2250	USD
VALVE-ISOLATION	4063-18221	4995	USD
SWITCH-PRESSURE ALTITUDE WARNING	214C50-2	1300	USD
SWITCH-PRESSURE ALTITUDE WARNING	214C50-2	450	USD
SWITCH-PRESSURE ALTITUDE WARNING	214C50-2	450	USD
SWITCH-PRESSURE ALTITUDE WARNING	214C50-2	2000	USD
SWITCH-PRESSURE ALTITUDE WARNING	214C50-2	1250	USD
" 	VALVE ASSY"	39-353	3000	USD
" 	VALVE ASSY"	39-353	2750	USD
" 	VALVE ASSY"	39-353	2150	USD
" 	VALVE ASSY"	39-353	3500	USD
" 	VALVE ASSY"	39-353	2000	USD
SWITCH-PRESSURE ALTITUDE WARNING	214C50-2	2475.15	USD
WINDSHIELD	5-89354-3149	16000	USD
MARKER	BAC27DEX360	310.44	USD
HARNESS ASSY-ECS VA	642W9958-503	23500	USD
HARNESS ASSY-ECS VA	642W9958-503	21000	USD
APU BLEED VALVE	979786-6	45000	USD
DUCT ASSY	S5411267001300	20000	USD
DUCT ASSY LEFT	S5411267001200	23000	USD
" 	SEPARATOR-AIR OIL"	337-108-520-0	27500	USD
MODULE	69-73713-20	2000	USD
OIL/FUEL EXCHANGER	11-841193-5	4000	USD
OIL/FUEL EXCHANGER	11-841193-5	5050	USD
OIL/FUEL EXCHANGER	11-841193-5	3395	USD
SEAL	946	67.75	USD
COTTER PIN	MS24665-153	0.44	USD
C-SEAL	801A59-0004-A	77.44	USD
PACKING, PREFORMED, ORING	NAS1612-4A	5.32	USD
RETAINER, PACKING BACKUP	MS28773-04	0.47	USD
PACKING	M83248/1-214	15.95	USD
Screw, CSK HD	MS24693C29	0.43	USD
LAMP, MINIATURE p/n	6100928      	0.38	USD
LAMP, POSITION LIGHT WING TIP	MS24513-4174	10.8	USD
LAMP, BULB, INCANDESCENT	MS35478-1683	0.74	USD
DISPLAY	4091900-942	15300	USD
DISPLAY	4091900-942	21540	USD
 cooling fan assy	3616140-11	166750	USD
COOLER	160564-2	56000	USD
COOLER	160564-2	37000	USD
COOLER	160564-2	46000	USD
COOLER	160564-2	37000	USD
COOLER	160564-2	48000	USD
COOLER	160564-2	37500	USD
HARNESS	325-025-801-0	6500	USD
Antenna	10-203-32-N-2A	1186.09	USD
C-SEAL	801A59-0004-A	144	USD
HANDSET MODULE ASSY (DARK GREY)	285W0024-1M	5250	USD
HANDSET MODULE ASSY (DARK GREY)	285W0024-1M	13120	USD
VALVE-ISOLATION	4063-18221	1750	USD
" 	VALVE ASSY"	39-353	3500	USD
 De ice pressure indicator	5427116-80-10	4250	USD
BRACKET	412N1162-1	25	USD
Guide and Spring	548712	125.41	USD
HARNESS	325-025-801-0	3500	USD
COOLER	160564-2	41000	USD
COOLER	160564-2	42200	USD
" 	VALVE ASSY"	39-353	4000	USD
WINDSHIELD	5-89354-3149	10500	USD
WINDSHIELD	5-89354-3149	19500	USD
DISPLAY	4091900-942	26500	USD
DISPLAY	4091900-942	15000	USD
Antenna	10-203-32-N-2A	535	USD
Gasket	10-500-11A2	200	USD
 De ice pressure indicator	5427116-80-10	5500	USD
VALVE-ISOLATION	4063-18221	1200	USD
COOLER	160564-2	41000	USD
PANEL ASSY	335-017-315-0	5250	USD
PANEL ASSY	335-017-315-0	5500	USD
ENTRY DOOR EMERGENCY POWER RESERVOIR	41004509-1	32929.51	USD
DOOR ASSY	116W4701-49	1352.85	USD
LATCH ASSY-COCKPIT CREW DOOR	CDSP1013-1	6589.35	USD
DEMO MASK	289-1002	56.61	USD
COFFEE MAKER	1201-01-00	6000	USD
CARBON FILTER CARTRIDGE	06-133802-001	1311.45	USD
OIL SWITCH PRESSURE	179431-1	1000	USD
CONTROL, UNIT-ELECTRONIC (NON-PMUX)	2458M04P01	44000	USD
ACTUATOR ASSY-NON-LOCKING	315A2800-2	36675	USD
OVEN-SINGLE	4313100-00-6600	16000	USD
ACTUATOR ASSY-NON-LOCKING	315A2800-2	7000	USD
OVEN-SINGLE	4313100-00-6600	12800	USD
CONTROL, UNIT-ELECTRONIC (NON-PMUX)	2458M04P01	55000	USD
CONTROL, UNIT-ELECTRONIC (NON-PMUX)	2458M04P01	38500	USD
PROBE ASSY	0856LU5	16850	USD
ADF CONTROL PANEL	G7403-03	5200	USD
ADF CONTROL PANEL	G7403-03	4800	USD
SHUT-OFF VALVE	3289696-1	8250	USD
SHUT-OFF VALVE	3289696-1	10500	USD
COFFEE MAKER	1201-01-00	3500	USD
COFFEE MAKER	1201-01-00	4480	USD
VALVE ASSY	3215302-4	187000	USD
VALVE-CONTROL, PARKING BRAKE ELECTR	D24001000	55000	USD
VALVE-CONTROL, PARKING BRAKE ELECTR	D24001000	55000	USD
PNEUMATIC ASSY	FE374500000	31010	USD
PNEUMATIC ASSY	FE374500000	29232.5	USD
FLAT/SLAT CONTROL COMP.	49-079-05	2760	USD
FLAT/SLAT CONTROL COMP.	49-079-05	13500	USD
FLAT/SLAT CONTROL COMP.	49-079-05	9500	USD
COFFEE MAKER	421-1-000-1B	4000	USD
DE ICER BOOT OUTBOARD LEFT WING	32-172-38-1A	10650	USD
ENTRY DOOR EMERGENCY POWER RESERVOIR	41004509-1	18500	USD
SHROUD ASSY-TOILET LID SEAT	1L400407-51	4825	USD
RECEIVER-ADF	066-50014-0202	1500	USD
RECEIVER-ADF	066-50014-0202	6200	USD
BOLT  	NAS1790C4R3P 	1.35	USD
BOLT  	NAS1790-5R12  	3.32	USD
BOLT  	NAS1790-5R11	2.79	USD
BOLT  	NAS1790-4R9	2.52	USD
BOLT  	NAS1790-4R7 	1.25	USD
FILTER ELEMENT	7588429	75.5	USD
FLEECE	P15-350S	435.83	USD
DAMPER	192856	17.93	USD
BLADE	2315M20-3	425	USD
SCREW	ASNA2001V5-15	4.23	USD
EMERGENCY BATTERY PACK	D717-01-100	706.67	USD
ACTUATOR, LATCHING SWITCH	600-4000-00	152.14	USD
CHEMICAL OXYGEN GENERATOR	E71740-00	782.36	USD
SHUT-OFF VALVE	3289696-1	8900	USD
SHUT-OFF VALVE	3289696-1	15500	USD
CONNECTOR	280W0002-2	3848.3	USD
LAMP HOLDER	"31-9326-1
"	306.31	USD
 RING-SEALING	D5725131821000 	185	USD
 RING-SEALING	D5725131821000 	120	USD
TOILET ASSY	TA9125-00	6500	USD
EXTRUSION	10-60754-1134	1506.5	USD
HYDRAULIC PRESSURE SWITCH	211C223-177	3583.92	USD
NUT	A35860-10	2000	USD
NUT	A35860-10	115	USD
HYDRAULIC PRESSURE SWITCH	211C223-177	3500	USD
HYDRAULIC PRESSURE SWITCH	211C223-177	1000	USD
CONTROLLER ASSY SIDE STICK	F27310012000AN	37770	USD
HYDRAULIC PRESSURE SWITCH	211C223-177	1990	USD
HYDRAULIC PRESSURE SWITCH	211C223-177	1450	USD
HYDRAULIC PRESSURE SWITCH	211C223-177	1200	USD
VALVE-WATER SHUTOFF	WV9135-01	5000	USD
BLOCK-ELECTRO,HYDRAULIC	C24856001-9	36500	USD
BLOCK-ELECTRO,HYDRAULIC	C24856001-9	34200	USD
TUBELESS TIRE MLG «Goodyear»	196K08-9	523.58	USD
TUBELESS TIRE MLG «Goodyear»	196K08-9	571.1	USD
TUBELESS TIRE MLG «Goodyear»	196K08-9	553.74	USD
TUBELESS TIRE MLG «Goodyear»	196K08-9	343.21	USD
SENSOR PROXIMITY	8-933-01	1250	USD
SENSOR PROXIMITY	8-933-01	475	USD
SEAL 	2002M29P01	40	USD
COVER	275A5310-6	4000.55	USD
GASKET KNITTED 	D5725143320200	539	USD
RING-SEALING	D5725131820800	196	USD
DECODER ENCODER UNIT TYPE B	Z041H0000110	2100	USD
FUEL QUANTITY INDICATOR	749759-1	9000	USD
FUEL QUANTITY INDICATOR	749759-1	8000	USD
SWITCH ASSY	641134-3	5250	USD
ATC TRANSPONDER	9008000-10000	41500	USD
GENERATOR ASSY	739515C	40000	USD
PACK ASSY- PWR ASSIST SYS BATTERY	BPAS10-5	56011.25	USD
DUCT ASSY	314-2120-1	33000	USD
DUCT ASSY	314-2120-1	12500	USD
VALVE-WATER SHUTOFF	WV9135-01	5300	USD
FAN	732591F	6250	USD
CONTROLLER, WINDSHIELD TEMPERATURE 	789714-4	94500	USD
BOX, STOWAGE, O2 MASK	MXP411-3	3500	USD
BOX, STOWAGE, O2 MASK	MXP411-3	11750	USD
EXCITER, IGNITION	WE3876295-6 	48000	USD
CONTROLLER, APU (FADEC) 	2118990-3	70000	USD
GAUGE	2661-03	407.98	USD
WASHER	MS20002C8	1.85	USD
SWITCH	E0028-92-0-0	1238.81	USD
DETECTOR ASSY	902020-01	21280	USD
DETECTOR ASSY	902020-01	17000	USD
SENSOR PROXIMITY	8-933-01	800	USD
SENSOR PROXIMITY	8-933-01	2860	USD
SENSOR PROXIMITY	8-933-01	400	USD
VALVE-WATER SHUTOFF	WV9135-01	4500	USD
SWITCH ASSY	641134-3	11000	USD
DISPENSER ASSY-LIQUID SOAP	DCIN154-020	1550	USD
RECORDER, QUICK ACCESS	D52000-42200	5500	USD
Jacking pad	G601R071001-1	650	USD
FUEL QUANTITY INDICATOR	749759-1	7500	USD
COFFEE MAKER	1201-01-00	5400	USD
TOILET ASSY	TA9125-00	9500	USD
SENSOR ASSY - FAN AIR TEMP	773284-6	25000	USD
SERVOCONTROL-AILERON	30983-262	2160	USD
JUMPER ASSEMBLY	"M83413/8-G010BB
"	263.95	USD
GENERATOR ASSY	739515C	60000	USD
DUCT ASSY	314-2127-501	42200	USD
STRAP-BONDING	E0092-40-125NN	4.26	USD
STRAP-BONDING	E0092-40-125NN	7.45	USD
PACKING	NAS1612-4	1.84	USD
PACKING	NAS1612-12	1.89	USD
PACKING	NAS1612-8	1.84	USD
SHUT-OFF VALVE	3289696-1	7500	USD
ATC TRANSPONDER	9008000-10000	26000	USD
SENSOR PROXIMITY	8-933-01	625	USD
DISPLAY	4091900-942	78000	USD
HOSE	556-1-15847-001	11200	USD
HOSE	713815-515	14000	USD
SEAL ASSY	740-0248-505	6293	USD
KIT	65-92528-11	43422.4	USD
BOOMSET	1046GT2102AY	628.5	USD
FILTER	840750	444.72	USD
SEAL	3612170-2	481.77	USD
BLADE ASSY-WINDSHIELD WIPER	2315M20-3	425	USD
STRAP-BONDING	ABS0394G210	18.98	USD
ACTUATOR-TWIN MOTOR	HTE190001-2 	1500	USD
ACTUATOR-TWIN MOTOR	HTE190001-2 	1150	USD
ACTUATOR-TWIN MOTOR	HTE190001-2 	5250	USD
ACTUATOR-TWIN MOTOR	HTE190001-2 	1700	USD
GRILLE	412N1122-3A	254	USD
GROMMET-SENSING ELEMENT	324351	89.3	USD
MOTOR ASSY-CONVERTER L/H	90-0408-9	130144.85	USD
ACTUATOR	106-1-1100-02	16000	USD
ACTUATOR	106-1-1100-02	15800	USD
ACTUATOR	106-1-1100-02	17500	USD
ACTUATOR	106-1-1100-02	16000	USD
ACTUATOR	106-1-1100-02	17500	USD
ACTUATOR	106-1-1100-02	14000	USD
ACTUATOR	106-1-1100-02	22000	USD
ADF ANTENNA	622-7383-001	6500	USD
ADF ANTENNA	622-7383-001	5500	USD
CONTROL UNIT, APU ELECT	2118800−2	12000	USD
LANYARD	69-41730-2	187	USD
SEAL	3612170-2	55	USD
SLING-R I HINGED COWLS	HU88000	2555	USD
SLING-R I HINGED COWLS	HU88000	4490	USD
VALVE-CONTROL,WING ANTI ICING	SAS911-002A	3500	USD
VALVE-CONTROL,WING ANTI ICING	SAS911-002A	3800	USD
VALVE-CONTROL,WING ANTI ICING	SAS911-002A	3000	USD
VALVE-CONTROL,WING ANTI ICING	SAS911-002A	2500	USD
HARNESS-W5-GREEN/RED	2160M12P03	16000	USD
PRESSURE SENSOR	2696A0000-01	3200	USD
PRESSURE SENSOR	2696A0000-01	3895	USD
PRESSURE SENSOR	2696A0000-01	1500	USD
BRAKE ASSY	101-380096-1 / 2-1576	14800	USD
BRAKE ASSY	101-380096-1 / 2-1576	14800	USD
BRAKE ASSY	101-380096-1 / 2-1576	7900	USD
SWITCH	5015-02-0030	784.06	USD
UNIT, FLT SPOILR/SPLRN PWR CONTROL 	27000-7	5353	USD
BRACKET 	B722538	428.16	USD
BRACKET 	B722538	317.91	USD
HARNESS	745-5967-517	17000	USD
VALVE-CPRSR AND TURB CASE COOLING AIR	5910525-140	6500	USD
TAI VALVE ASSY	3215618-4	75000	USD
PANEL	C22502-433-003	5400	USD
PANEL	C22502-433-003	1895	USD
MOTOR ASSY	46-2788-3	36985.38	USD
UNIT, FLT SPOILR/SPLRN PWR CONTROL 	27000-7	5500	USD
REMOTE CONTROL AUDIO UNIT	CAU2533AC01	18320	USD
SENSOR	1150002-1	3350	USD
SENSOR	1150002-1	3000	USD
SENSOR	1150002-1	5000	USD
SENSOR	1150002-1	8073.29	USD
SENSOR	1150002-1	7862.69	USD
DELTA PRESSURE SENSOR	3876227-2	22161.76	USD
DELTA PRESSURE SENSOR	3876227-2	13250	USD
DELTA PRESSURE SENSOR	3876227-2	15950	USD
DELTA PRESSURE SENSOR	3876227-2	32500	USD
SWITCH PRESSURE	450-2-3100-00	990	USD
SWITCH PRESSURE	450-2-3100-00	1500	USD
ACTUATOR-TWIN MOTOR	HTE190001-2 	1400	USD
ADF ANTENNA	622-7383-001	5550	USD
PUMP, AC MOTOR	4211605	146000	USD
FITTING ASSY	601R31976−9	5400	USD
FITTING ASSY	601R31976−11	4700	USD
SWITCH, LEVER STOW	T7013-3	29300	USD
UNIT, FLT SPOILR/SPLRN PWR CONTROL 	27000-7	7995	USD
ACTUATOR	106-1-1100-02	18000	USD
DELTA PRESSURE SENSOR	3876227-2	11000	USD
UNIT, FLT SPOILR/SPLRN PWR CONTROL 	27000-7	5000	USD
BRACKET 	B722538	101.77	USD
HARNESS	745-5967-517	16500	USD
SLIDER ASSY	413T3032-1065	27.75	USD
STRIP	E0805-02	19.79	USD
STRIP	E0805-02	17.81	USD
LAMP	5108WW	2.6	USD
LAMP	5108WW	2.39	USD
PUMP-HYDRAULIC	3031863-002	7500	USD
PUMP-HYDRAULIC	3031863-002	15000	USD
PUMP-HYDRAULIC	3031863-002	19800	USD
ACTUATOR-TWIN MOTOR	HTE190001-2 	1200	USD
HOSE	713815-515	17066	USD
BATTERY BLOCK ASSY	774-034-44	671.05	USD
PIVOT	2D2013-3	268.37	USD
LATCH	A20019-13	174.76	USD
BATTERY	P4-01-1003-001	116.05	USD
ADF ANTENNA	622-7383-001	8950	USD
ADF ANTENNA	622-7383-001	5950	USD
PRESSURE SENSOR	2696A0000-01	8086	USD
RELIEF VALVE	179350-1	3918	USD
RELIEF VALVE	179350-1	13555	USD
SERVOCONTROL-AILERON	30983-262	6612	USD
BUSHING	190-32791-021	137.85	USD
BUSHING	190-32796-021	132.95	USD
BUSHING	190-32796-021	77.2	USD
BUSHING	190-32791-021	79.59	USD
PANEL FROM CASCADE	745-0109-506	4950	USD
LIGHT-LANDING	727-1213-03	15750	USD
LIGHT-LANDING	727-1213-03	6620	USD
LIGHT-LANDING	727-1213-03	4350	USD
SHAFT, COUPLING DRIVEN COMPRESSOR	3822529-4	1750	USD
VALVE-SOLENOID	DVE90-07	11200	USD
VALVE-SOLENOID	DVE90-07	10000	USD
VALVE-SOLENOID	DVE90-07	7300	USD
VALVE-SOLENOID	DVE90-07	9500	USD
VALVE-SOLENOID	DVE90-07	9500	USD
VALVE-SOLENOID	DVE90-07	7000	USD
CONTROL PANEL	D9259002700200	2855	USD
LINK ASSY	332A2341-5	2093.8	USD
BATTERY BLOCK ASSY	774-034-44	455	USD
VANE-OUTLET GUIDE DOUBLET	338-067-014-0	7500	USD
CONTROL PANEL	D9259002700200	3850	USD
BALL UNIT	145100-1	95	USD
LINK ASSY	332A2341-5	2925	USD
SCREEN ASSY	285W0755-4	459	USD
SCREEN ASSY	285W0755-4	445.31	USD
DEPRIME VALVE	179641-1	17095	USD
OIL SWITCH PRESSURE	179431-1	9760	USD
LINK ASSY	332A2341-5	1025	USD
SCREEN ASSY	285W0755-4	498.75	USD
CONTROLLER	622814-5	19300	USD
CONTROLLER	622814-5	17000	USD
FLIGHT CONTROL COMPUTER	822-1604-101	119000	USD
FLIGHT CONTROL COMPUTER	822-1604-101	72500	USD
OIL/FUEL EXCHANGER	11-841193-5	56000	USD
CONTROLLER	622814-5	12000	USD
MOTOR ASSY-CONVERTER L/H	90-0408-9	125000	USD
BATTERY	P2-07-0025-001	429.35	USD
BATTERY	P2-07-0025-001	200.36	USD
BATTERY	P4-01-1003-001	209.51	USD
BATTERY	P4-01-1003-001	216.05	USD
FIRE DETECTOR	472582	8000	USD
LIGHT-LANDING	727-1213-03	4750	USD
LIGHT-LANDING	727-1213-03	11000	USD
CONTROLLER	622814-5	17500	USD
UNIT-TANK	20200-0315	1100	USD
SEAL, STG 3 CPRSR STTR (PREGROUND)	2564M15G02	4560	USD
Battery	BA27-01	5892.32	USD
WASHER	ABS0208-02	3.94	USD
WASHER	ABS0338-01	1.5	USD
MOTOR, ACTUATOR	GS321-0591-9	184000	USD
SPIGOT	242057-3	2503.4	USD
LAMP	MS25069-1495	0.43	USD
LAMP	MS25069-1495	0.68	USD
LIGHT ASSY	81000-17501	1250.93	USD
FILTER MAINTENANCE KIT	65-90305-25	143.19	USD
BEZEL ASSY	412A1281-3B	83.73	USD
UNIT, FLT SPOILR/SPLRN PWR CONTROL 	27000-7	4320	USD
CVK420KA CELL	024187-000	1318.98	USD
FILTER	7577741 	89.23	USD
FILTER	7577741 	25	USD
SWITCH-TOGGLE	D2731009900000	670	USD
SWITCH-TOGGLE	D2731009900000	600	USD
SWITCH-TOGGLE	D2731009900000	595	USD
VALVE-SKIN AIR	VFT210B00	15900	USD
VALVE-SKIN AIR	VFT210B00	16000	USD
VALVE-SKIN AIR	VFT210B00	13950	USD
VALVE-SKIN AIR	VFT210B00	25000	USD
VALVE-SKIN AIR	VFT210B00	12000	USD
MASK ASSEMBLY	MXM48	2120.28	USD
SWITCH-TOGGLE	D2731009900000	1015	USD
MODULE ASSY	285T0855-5	10190.25	USD
MODULE ASSY	285T0855-5	1150	USD
MODULE ASSY	285T0855-5	8132.27	USD
MODULE ASSY	285T0855-5	2020	USD
MODULE ASSY	285T0855-5	1750	USD
CONTROLLER	622814-5	18500	USD
SWITCHPACK ASSY	254A1150-14	6000	USD
CABLE ASSY	2A258-0403	225	USD
SWITCH, ILLUMINATED, PUSH BUTTON	13740-001	1525	USD
FWD FITTING R/H (PLATE ASSY)	D5348015800700	4490	USD
FWD FITTING R/H (PLATE ASSY)	D5348015800700	3790	USD
BLOWER	V80P412-2-2-198	2795	USD
PRIMARY ACTUATOR CONTROL UNIT	7028273-802 	52000	USD
VALVE ANTI-ICE, ENGINE AIR INTAKE	327155-3	29000	USD
Bearing	00-200-1469R20	2792	USD
LEAD-ELEC IGNITION PLUG	3888076-3	450	USD
FUSE	779-435-72 	513.25	USD
REMOTE CONTROL AUDIO UNIT	CAU2533AC01	30000	USD
PROXIMITY SENSOR	1-899-29	1300	USD
PROXIMITY SENSOR	1-899-29	1767.82	USD
PROXIMITY SENSOR	1-899-29	3360	USD
 TIRE, ML	027-697-0	1547.36	USD
DEVICE ASSY, DISENGAGING	0-156-002400000	3540	USD
 TIRE, ML	027-697-0	945	USD
COUPLING-V RETAINER	AS1895-4-100	367.49	USD
FUSE	779-435-72 	381.09	USD
FUSE	779-435-72 	30.72	USD
BALLSCREW ASSY - TE FLAP	07325P000-01	13000	USD
LEAD-ELEC IGNITION PLUG	3888076-3	800	USD
BALLSCREW ASSY - TE FLAP	07325P000-01	8000	USD
SWITCH	7G110-6	1875	USD
BALLSCREW ASSY - TE FLAP	07325P000-01	3950	USD
MAST ASSY-WASTE WATER DRAIN	65-32603-1	7999	USD
 TIRE, ML	027-697-0	961.95	USD
FUSE	779-435-72 	36	USD
BLEED MANAGEMENT (BMC) CONTROLLER	GG546-1017-13	12500	USD
BLEED MANAGEMENT (BMC) CONTROLLER	GG546-1017-13	54000	USD
PITOT COVER Main	 KPC3−825−65 	150	USD
FOODTRAY ASSEMBLY - BONDED 6.0	1002948-003CAB	290	USD
PCU, MULTI FUNCTION SPOILER	GT411-6001-9	50000	USD
PCU, MULTI FUNCTION SPOILER	GT411-6001-9	95500	USD
VALVE ANTI-ICE, ENGINE AIR INTAKE	327155-3	33000	USD
BLOWER	V80P412-2-2-198	1650	USD
AUDIO CONTROL PANEL	5145-1-64	13000	USD
AUDIO CONTROL PANEL	5145-1-64	11000	USD
AUDIO CONTROL PANEL	5145-1-64	12250	USD
AUDIO CONTROL PANEL	5145-1-64	9500	USD
battery	61-0478-11	9346.16	USD
SCREEN ASSY	285W0755-4 	556.25	USD
 LH Windshield 	604-33030-25	79000	USD
SCREEN ASSY	285W0755-4 	445.31	USD
SWITCH	7G110-6	1400	USD
battery parts	AD-55-2198-1	264	USD
battery parts	AD-55-2198-1	187	USD
VALVE ANTI-ICE, ENGINE AIR INTAKE	327155-3	36000	USD
 LH Windshield 	604-33030-25	76500	USD
AUDIO CONTROL PANEL	5145-1-64	22000	USD
BALLSCREW ASSY - TE FLAP	07325P000-01	7700	USD
DEVICE ASSY, DISENGAGING	0-156-002400000	1100	USD
REGULATOR - PRESSURE - OXY 	RCF67-06	7500	USD
LIGHT ASSY	81000-17501	2900	USD
PROTRACTOR - THRUST REVERSER LEV	G76002-19	2980	USD
LIGHT ASSY-LOGO INBD LH SIDE	4333302	7800	USD
MODULE ASSY	285T0855-5	3200	USD
PUMP, FUEL	5009982E	29990	USD
ADF ANTENNA	622-7383-001	5725	USD
PROTRACTOR - THRUST REVERSER LEV	G76002-19	3731	USD
PROTRACTOR - THRUST REVERSER LEV	G76002-19	1342	USD
SHADE	411N1281-4C	37.35	USD
RESTAINT SYSTEM	4115-1-131-8110	2392.42	USD
CELL	017496-000	458.04	USD
BATTERY, MAIN, MODEL	1756-3 	8590.5	USD
LENS POWER ON, WHITE	RGS3089-06-14	166.67	USD
STANDBY POWER STORAGE BATTERY	40176-7	11436.75	USD
STANDBY POWER STORAGE BATTERY	40176-7	11616.75	USD
SWITCH-LOW FLOW PUMP 	21C1-3-21 	4187.88	USD
SWITCH-LOW FLOW PUMP 	21C1-3-21 	1000	USD
SWITCH-LOW FLOW PUMP 	21C1-3-21 	2250	USD
SWITCH-LOW FLOW PUMP 	21C1-3-21 	4134.69	USD
ELT RESCU 406AFN2 (FIX)	51090414-1	22732	USD
WATER HEATER, LAVATORY	8921082G5	500	USD
WATER HEATER, LAVATORY	8921082G5	4195	USD
WATER HEATER, LAVATORY	8921082G5	1995	USD
WATER HEATER, LAVATORY	8921082G5	2500	USD
WATER HEATER, LAVATORY	8921082G5	2300	USD
WATER HEATER, LAVATORY	8921082G5	1400	USD
SWITCH-LOW FLOW PUMP 	21C1-3-21 	2444.64	USD
SWITCH-LOW FLOW PUMP 	21C1-3-21 	5129.8	USD
WINDSHIELD, LH, GLASS, HEATED	NP187301-19	69000	USD
GPS MODULE	245-604067-001	36050	USD
GPS MODULE	245-604067-001	30000	USD
GPS MODULE	245-604067-001	31800	USD
battery	61-0478-11	8430	USD
battery	61-0478-11	1500	USD
 light	11-5559-1	1690	USD
FAIRING	133614-2H034	385	USD
BUS POWER CONTROL UNIT	105-003-2	27000	USD
SCREW	9111M35P05	170.01	USD
MODULE AIR SEPARTION	V55000-84	47411.75	USD
MODULE AIR SEPARTION	V55000-84	38819.7	USD
MODULE AIR SEPARTION	V55000-84	40117.63	USD
GPS MODULE	245-604067-001	15000	USD
AUDIO CONTROL PANEL	5145-1-64	11950	USD
AUDIO CONTROL PANEL	5145-1-64	11500	USD
SCREW	9111M35P05	85	USD
HOSE	556-1-15847-001	8101	USD
NOZZLE ASSY	2099M26G09	15000	USD
NOZZLE ASSY	2099M26G09	15000	USD
SWITCH	7G110-6	1700	USD
EFD−4076, ELECTRONIC FLIGHT DISPLAY	622-9810-016	18000	USD
EFD−4076, ELECTRONIC FLIGHT DISPLAY	622-9810-016	4200	USD
SEAL	W932-32F	255.82	USD
RADIO ALTIMETER TRANSCEIVER	822-0334-002	23500	USD
RADIO ALTIMETER TRANSCEIVER	822-0334-002	22500	USD
RADIO ALTIMETER TRANSCEIVER	822-0334-002	25000	USD
LENS POWER ON, WHITE	RGS3089-06-14	265	USD
THRUST LEVER A/T ACTUATOR	111RAA3	1995	USD
THRUST LEVER A/T ACTUATOR	111RAA3	2500	USD
THRUST LEVER A/T ACTUATOR	111RAA3	1950	USD
LENS POWER ON, WHITE	RGS3089-06-14	441.67	USD
SWITCH-PRESSURE ALTITUDE	214C50-2	1300	USD
SWITCH-PRESSURE ALTITUDE	214C50-2	450	USD
SWITCH-PRESSURE ALTITUDE	214C50-2	1250	USD
SWITCH-PRESSURE ALTITUDE	214C50-2	450	USD
SWITCH-PRESSURE ALTITUDE	214C50-2	950	USD
SWITCH-PRESSURE ALTITUDE	214C50-2	975	USD
SWITCH-PRESSURE ALTITUDE	214C50-2	735	USD
VALVE	11290-2	1700	USD
VALVE	11290-2	3995	USD
VALVE	11290-2	1300	USD
RAM AIR CHECK VALVE	41173C010000	5500	USD
RAM AIR CHECK VALVE	41173C010000	9300	USD
RAM AIR CHECK VALVE	41173C010000	6900	USD
VALVE, SHUTOFF	3290104-1	5500	USD
VALVE, SHUTOFF	3290104-1	1985	USD
VALVE, SHUTOFF	3290104-1	10000	USD
AIR ACCESSORY UNIT	65-52810-57	2500	USD
AIR ACCESSORY UNIT	65-52810-57	1600	USD
AIR ACCESSORY UNIT	65-52810-57	1500	USD
AIR ACCESSORY UNIT	65-52810-57	1200	USD
AIR ACCESSORY UNIT	65-52810-57	1000	USD
CVR RECORDER ASSY	980-6022-001	9500	USD
CVR RECORDER ASSY	980-6022-001	5000	USD
CVR RECORDER ASSY	980-6022-001	2500	USD
CVR RECORDER ASSY	980-6022-001	8500	USD
CVR RECORDER ASSY	980-6022-001	8500	USD
